event_id,client_context_id,arm_id,channel,logging_policy,intermediate_reward
7506,7506,reserva_emergencia,push,random_uniform_v0,1
7507,7507,cdb_24m,call,random_uniform_v0,0
7508,7508,taxa_promocional,sms,random_uniform_v0,0
7509,7509,taxa_promocional,sms,random_uniform_v0,0
7510,7510,poupanca_programada,sms,random_uniform_v0,1
7511,7511,reserva_emergencia,push,random_uniform_v0,1
7512,7512,taxa_promocional,sms,random_uniform_v0,0
7513,7513,fundo_liquidez_diaria,email,random_uniform_v0,1
7514,7514,reserva_emergencia,push,random_uniform_v0,0
7515,7515,reserva_emergencia,push,random_uniform_v0,0
7516,7516,reserva_emergencia,push,random_uniform_v0,0
7517,7517,taxa_promocional,sms,random_uniform_v0,1
7518,7518,poupanca_programada,sms,random_uniform_v0,1
7519,7519,cdb_24m,call,random_uniform_v0,1
7520,7520,poupanca_programada,sms,random_uniform_v0,0
7521,7521,cdb_24m,call,random_uniform_v0,1
7522,7522,fundo_liquidez_diaria,email,random_uniform_v0,1
7523,7523,cdb_24m,call,random_uniform_v0,1
7524,7524,cdb_12m,email,random_uniform_v0,0
7525,7525,reserva_emergencia,push,random_uniform_v0,0
7526,7526,poupanca_programada,sms,random_uniform_v0,1
7527,7527,cdb_24m,call,random_uniform_v0,1
7528,7528,cdb_24m,call,random_uniform_v0,1
7529,7529,fundo_liquidez_diaria,email,random_uniform_v0,1
7530,7530,cdb_24m,call,random_uniform_v0,0
7531,7531,cdb_24m,call,random_uniform_v0,1
7532,7532,fundo_liquidez_diaria,email,random_uniform_v0,0
7533,7533,cdb_12m,email,random_uniform_v0,0
7534,7534,cdb_12m,email,random_uniform_v0,0
7535,7535,reserva_emergencia,push,random_uniform_v0,0
7536,7536,fundo_liquidez_diaria,email,random_uniform_v0,1
7537,7537,cdb_24m,call,random_uniform_v0,1
7538,7538,cdb_24m,call,random_uniform_v0,1
7539,7539,cdb_24m,call,random_uniform_v0,1
7540,7540,taxa_promocional,sms,random_uniform_v0,1
7541,7541,cdb_12m,email,random_uniform_v0,0
7542,7542,taxa_promocional,sms,random_uniform_v0,1
7543,7543,taxa_promocional,sms,random_uniform_v0,0
7544,7544,cdb_12m,email,random_uniform_v0,0
7545,7545,cdb_12m,email,random_uniform_v0,0
7546,7546,cdb_12m,email,random_uniform_v0,0
7547,7547,taxa_promocional,sms,random_uniform_v0,0
7548,7548,poupanca_programada,sms,random_uniform_v0,1
7549,7549,poupanca_programada,sms,random_uniform_v0,1
7550,7550,taxa_promocional,sms,random_uniform_v0,1
7551,7551,cdb_24m,call,random_uniform_v0,1
7552,7552,reserva_emergencia,push,random_uniform_v0,0
7553,7553,reserva_emergencia,push,random_uniform_v0,0
7554,7554,cdb_12m,email,random_uniform_v0,1
7555,7555,taxa_promocional,sms,random_uniform_v0,1
7556,7556,reserva_emergencia,push,random_uniform_v0,0
7557,7557,cdb_24m,call,random_uniform_v0,1
7558,7558,poupanca_programada,sms,random_uniform_v0,0
7559,7559,fundo_liquidez_diaria,email,random_uniform_v0,0
7560,7560,taxa_promocional,sms,random_uniform_v0,1
7561,7561,cdb_12m,email,random_uniform_v0,1
7562,7562,cdb_24m,call,random_uniform_v0,1
7563,7563,cdb_12m,email,random_uniform_v0,0
7564,7564,taxa_promocional,sms,random_uniform_v0,0
7565,7565,fundo_liquidez_diaria,email,random_uniform_v0,1
7566,7566,reserva_emergencia,push,random_uniform_v0,0
7567,7567,reserva_emergencia,push,random_uniform_v0,1
7568,7568,poupanca_programada,sms,random_uniform_v0,0
7569,7569,fundo_liquidez_diaria,email,random_uniform_v0,0
7570,7570,reserva_emergencia,push,random_uniform_v0,1
7571,7571,cdb_12m,email,random_uniform_v0,0
7572,7572,taxa_promocional,sms,random_uniform_v0,0
7573,7573,taxa_promocional,sms,random_uniform_v0,1
7574,7574,poupanca_programada,sms,random_uniform_v0,0
7575,7575,poupanca_programada,sms,random_uniform_v0,1
7576,7576,reserva_emergencia,push,random_uniform_v0,0
7577,7577,poupanca_programada,sms,random_uniform_v0,1
7578,7578,cdb_12m,email,random_uniform_v0,0
7579,7579,cdb_24m,call,random_uniform_v0,0
7580,7580,fundo_liquidez_diaria,email,random_uniform_v0,0
7581,7581,cdb_24m,call,random_uniform_v0,1
7582,7582,poupanca_programada,sms,random_uniform_v0,1
7583,7583,taxa_promocional,sms,random_uniform_v0,1
7584,7584,cdb_12m,email,random_uniform_v0,1
7585,7585,taxa_promocional,sms,random_uniform_v0,0
7586,7586,fundo_liquidez_diaria,email,random_uniform_v0,0
7587,7587,cdb_24m,call,random_uniform_v0,0
7588,7588,fundo_liquidez_diaria,email,random_uniform_v0,0
7589,7589,fundo_liquidez_diaria,email,random_uniform_v0,0
7590,7590,fundo_liquidez_diaria,email,random_uniform_v0,0
7591,7591,fundo_liquidez_diaria,email,random_uniform_v0,1
7592,7592,poupanca_programada,sms,random_uniform_v0,1
7593,7593,cdb_12m,email,random_uniform_v0,1
7594,7594,fundo_liquidez_diaria,email,random_uniform_v0,0
7595,7595,cdb_24m,call,random_uniform_v0,0
7596,7596,poupanca_programada,sms,random_uniform_v0,1
7597,7597,cdb_24m,call,random_uniform_v0,1
7598,7598,reserva_emergencia,push,random_uniform_v0,0
7599,7599,cdb_24m,call,random_uniform_v0,1
7600,7600,cdb_12m,email,random_uniform_v0,0
7601,7601,cdb_12m,email,random_uniform_v0,0
7602,7602,cdb_24m,call,random_uniform_v0,1
7603,7603,reserva_emergencia,push,random_uniform_v0,1
7604,7604,fundo_liquidez_diaria,email,random_uniform_v0,0
7605,7605,cdb_24m,call,random_uniform_v0,1
7606,7606,fundo_liquidez_diaria,email,random_uniform_v0,0
7607,7607,poupanca_programada,sms,random_uniform_v0,0
7608,7608,cdb_24m,call,random_uniform_v0,1
7609,7609,reserva_emergencia,push,random_uniform_v0,1
7610,7610,taxa_promocional,sms,random_uniform_v0,1
7611,7611,cdb_12m,email,random_uniform_v0,0
7612,7612,cdb_12m,email,random_uniform_v0,0
7613,7613,poupanca_programada,sms,random_uniform_v0,0
7614,7614,reserva_emergencia,push,random_uniform_v0,1
7615,7615,fundo_liquidez_diaria,email,random_uniform_v0,0
7616,7616,taxa_promocional,sms,random_uniform_v0,0
7617,7617,cdb_12m,email,random_uniform_v0,0
7618,7618,cdb_24m,call,random_uniform_v0,0
7619,7619,fundo_liquidez_diaria,email,random_uniform_v0,0
7620,7620,taxa_promocional,sms,random_uniform_v0,0
7621,7621,fundo_liquidez_diaria,email,random_uniform_v0,0
7622,7622,cdb_12m,email,random_uniform_v0,0
7623,7623,cdb_24m,call,random_uniform_v0,1
7624,7624,taxa_promocional,sms,random_uniform_v0,0
7625,7625,poupanca_programada,sms,random_uniform_v0,1
7626,7626,cdb_24m,call,random_uniform_v0,1
7627,7627,fundo_liquidez_diaria,email,random_uniform_v0,0
7628,7628,reserva_emergencia,push,random_uniform_v0,0
7629,7629,cdb_24m,call,random_uniform_v0,1
7630,7630,taxa_promocional,sms,random_uniform_v0,0
7631,7631,cdb_24m,call,random_uniform_v0,1
7632,7632,taxa_promocional,sms,random_uniform_v0,1
7633,7633,cdb_12m,email,random_uniform_v0,1
7634,7634,cdb_24m,call,random_uniform_v0,1
7635,7635,fundo_liquidez_diaria,email,random_uniform_v0,1
7636,7636,cdb_12m,email,random_uniform_v0,0
7637,7637,poupanca_programada,sms,random_uniform_v0,1
7638,7638,cdb_24m,call,random_uniform_v0,0
7639,7639,cdb_12m,email,random_uniform_v0,0
7640,7640,reserva_emergencia,push,random_uniform_v0,0
7641,7641,cdb_12m,email,random_uniform_v0,0
7642,7642,fundo_liquidez_diaria,email,random_uniform_v0,1
7643,7643,cdb_12m,email,random_uniform_v0,0
7644,7644,reserva_emergencia,push,random_uniform_v0,0
7645,7645,cdb_12m,email,random_uniform_v0,0
7646,7646,cdb_24m,call,random_uniform_v0,1
7647,7647,reserva_emergencia,push,random_uniform_v0,0
7648,7648,reserva_emergencia,push,random_uniform_v0,0
7649,7649,cdb_24m,call,random_uniform_v0,0
7650,7650,fundo_liquidez_diaria,email,random_uniform_v0,0
7651,7651,poupanca_programada,sms,random_uniform_v0,0
7652,7652,poupanca_programada,sms,random_uniform_v0,1
7653,7653,fundo_liquidez_diaria,email,random_uniform_v0,0
7654,7654,taxa_promocional,sms,random_uniform_v0,0
7655,7655,cdb_24m,call,random_uniform_v0,1
7656,7656,cdb_12m,email,random_uniform_v0,1
7657,7657,cdb_24m,call,random_uniform_v0,0
7658,7658,taxa_promocional,sms,random_uniform_v0,1
7659,7659,fundo_liquidez_diaria,email,random_uniform_v0,0
7660,7660,fundo_liquidez_diaria,email,random_uniform_v0,1
7661,7661,taxa_promocional,sms,random_uniform_v0,1
7662,7662,poupanca_programada,sms,random_uniform_v0,0
7663,7663,cdb_12m,email,random_uniform_v0,1
7664,7664,cdb_24m,call,random_uniform_v0,0
7665,7665,fundo_liquidez_diaria,email,random_uniform_v0,0
7666,7666,fundo_liquidez_diaria,email,random_uniform_v0,0
7667,7667,poupanca_programada,sms,random_uniform_v0,0
7668,7668,fundo_liquidez_diaria,email,random_uniform_v0,0
7669,7669,taxa_promocional,sms,random_uniform_v0,1
7670,7670,cdb_24m,call,random_uniform_v0,1
7671,7671,fundo_liquidez_diaria,email,random_uniform_v0,1
7672,7672,fundo_liquidez_diaria,email,random_uniform_v0,1
7673,7673,cdb_24m,call,random_uniform_v0,1
7674,7674,fundo_liquidez_diaria,email,random_uniform_v0,1
7675,7675,reserva_emergencia,push,random_uniform_v0,0
7676,7676,reserva_emergencia,push,random_uniform_v0,0
7677,7677,cdb_24m,call,random_uniform_v0,1
7678,7678,fundo_liquidez_diaria,email,random_uniform_v0,1
7679,7679,cdb_12m,email,random_uniform_v0,0
7680,7680,reserva_emergencia,push,random_uniform_v0,0
7681,7681,taxa_promocional,sms,random_uniform_v0,0
7682,7682,fundo_liquidez_diaria,email,random_uniform_v0,1
7683,7683,taxa_promocional,sms,random_uniform_v0,1
7684,7684,taxa_promocional,sms,random_uniform_v0,0
7685,7685,poupanca_programada,sms,random_uniform_v0,0
7686,7686,cdb_12m,email,random_uniform_v0,1
7687,7687,reserva_emergencia,push,random_uniform_v0,1
7688,7688,reserva_emergencia,push,random_uniform_v0,0
7689,7689,poupanca_programada,sms,random_uniform_v0,1
7690,7690,taxa_promocional,sms,random_uniform_v0,1
7691,7691,reserva_emergencia,push,random_uniform_v0,1
7692,7692,taxa_promocional,sms,random_uniform_v0,1
7693,7693,reserva_emergencia,push,random_uniform_v0,1
7694,7694,reserva_emergencia,push,random_uniform_v0,0
7695,7695,reserva_emergencia,push,random_uniform_v0,1
7696,7696,taxa_promocional,sms,random_uniform_v0,1
7697,7697,taxa_promocional,sms,random_uniform_v0,1
7698,7698,poupanca_programada,sms,random_uniform_v0,0
7699,7699,poupanca_programada,sms,random_uniform_v0,1
7700,7700,taxa_promocional,sms,random_uniform_v0,0
7701,7701,fundo_liquidez_diaria,email,random_uniform_v0,0
7702,7702,fundo_liquidez_diaria,email,random_uniform_v0,0
7703,7703,cdb_24m,call,random_uniform_v0,0
7704,7704,reserva_emergencia,push,random_uniform_v0,1
7705,7705,fundo_liquidez_diaria,email,random_uniform_v0,0
7706,7706,cdb_12m,email,random_uniform_v0,0
7707,7707,reserva_emergencia,push,random_uniform_v0,0
7708,7708,taxa_promocional,sms,random_uniform_v0,1
7709,7709,taxa_promocional,sms,random_uniform_v0,0
7710,7710,reserva_emergencia,push,random_uniform_v0,0
7711,7711,taxa_promocional,sms,random_uniform_v0,0
7712,7712,cdb_24m,call,random_uniform_v0,0
7713,7713,cdb_12m,email,random_uniform_v0,0
7714,7714,cdb_24m,call,random_uniform_v0,0
7715,7715,cdb_12m,email,random_uniform_v0,0
7716,7716,fundo_liquidez_diaria,email,random_uniform_v0,0
7717,7717,reserva_emergencia,push,random_uniform_v0,1
7718,7718,cdb_24m,call,random_uniform_v0,1
7719,7719,fundo_liquidez_diaria,email,random_uniform_v0,0
7720,7720,cdb_12m,email,random_uniform_v0,1
7721,7721,taxa_promocional,sms,random_uniform_v0,1
7722,7722,poupanca_programada,sms,random_uniform_v0,1
7723,7723,reserva_emergencia,push,random_uniform_v0,0
7724,7724,fundo_liquidez_diaria,email,random_uniform_v0,0
7725,7725,cdb_24m,call,random_uniform_v0,1
7726,7726,cdb_24m,call,random_uniform_v0,0
7727,7727,taxa_promocional,sms,random_uniform_v0,1
7728,7728,taxa_promocional,sms,random_uniform_v0,1
7729,7729,reserva_emergencia,push,random_uniform_v0,0
7730,7730,fundo_liquidez_diaria,email,random_uniform_v0,0
7731,7731,reserva_emergencia,push,random_uniform_v0,0
7732,7732,reserva_emergencia,push,random_uniform_v0,1
7733,7733,reserva_emergencia,push,random_uniform_v0,1
7734,7734,reserva_emergencia,push,random_uniform_v0,0
7735,7735,reserva_emergencia,push,random_uniform_v0,0
7736,7736,fundo_liquidez_diaria,email,random_uniform_v0,0
7737,7737,cdb_24m,call,random_uniform_v0,0
7738,7738,poupanca_programada,sms,random_uniform_v0,0
7739,7739,cdb_12m,email,random_uniform_v0,0
7740,7740,cdb_12m,email,random_uniform_v0,1
7741,7741,cdb_24m,call,random_uniform_v0,1
7742,7742,reserva_emergencia,push,random_uniform_v0,0
7743,7743,taxa_promocional,sms,random_uniform_v0,0
7744,7744,taxa_promocional,sms,random_uniform_v0,1
7745,7745,cdb_24m,call,random_uniform_v0,0
7746,7746,taxa_promocional,sms,random_uniform_v0,0
7747,7747,cdb_12m,email,random_uniform_v0,0
7748,7748,fundo_liquidez_diaria,email,random_uniform_v0,1
7749,7749,taxa_promocional,sms,random_uniform_v0,1
7750,7750,taxa_promocional,sms,random_uniform_v0,0
7751,7751,fundo_liquidez_diaria,email,random_uniform_v0,0
7752,7752,reserva_emergencia,push,random_uniform_v0,0
7753,7753,cdb_24m,call,random_uniform_v0,0
7754,7754,reserva_emergencia,push,random_uniform_v0,0
7755,7755,cdb_12m,email,random_uniform_v0,0
7756,7756,reserva_emergencia,push,random_uniform_v0,0
7757,7757,cdb_24m,call,random_uniform_v0,1
7758,7758,poupanca_programada,sms,random_uniform_v0,1
7759,7759,reserva_emergencia,push,random_uniform_v0,0
7760,7760,taxa_promocional,sms,random_uniform_v0,1
7761,7761,reserva_emergencia,push,random_uniform_v0,1
7762,7762,fundo_liquidez_diaria,email,random_uniform_v0,0
7763,7763,reserva_emergencia,push,random_uniform_v0,0
7764,7764,cdb_24m,call,random_uniform_v0,1
7765,7765,reserva_emergencia,push,random_uniform_v0,0
7766,7766,cdb_24m,call,random_uniform_v0,1
7767,7767,taxa_promocional,sms,random_uniform_v0,0
7768,7768,poupanca_programada,sms,random_uniform_v0,0
7769,7769,reserva_emergencia,push,random_uniform_v0,0
7770,7770,fundo_liquidez_diaria,email,random_uniform_v0,0
7771,7771,fundo_liquidez_diaria,email,random_uniform_v0,1
7772,7772,reserva_emergencia,push,random_uniform_v0,1
7773,7773,cdb_24m,call,random_uniform_v0,1
7774,7774,reserva_emergencia,push,random_uniform_v0,1
7775,7775,cdb_24m,call,random_uniform_v0,1
7776,7776,fundo_liquidez_diaria,email,random_uniform_v0,0
7777,7777,poupanca_programada,sms,random_uniform_v0,0
7778,7778,poupanca_programada,sms,random_uniform_v0,1
7779,7779,cdb_12m,email,random_uniform_v0,0
7780,7780,cdb_12m,email,random_uniform_v0,0
7781,7781,cdb_12m,email,random_uniform_v0,1
7782,7782,fundo_liquidez_diaria,email,random_uniform_v0,1
7783,7783,poupanca_programada,sms,random_uniform_v0,1
7784,7784,cdb_24m,call,random_uniform_v0,0
7785,7785,cdb_24m,call,random_uniform_v0,1
7786,7786,cdb_24m,call,random_uniform_v0,1
7787,7787,taxa_promocional,sms,random_uniform_v0,1
7788,7788,cdb_24m,call,random_uniform_v0,1
7789,7789,cdb_12m,email,random_uniform_v0,0
7790,7790,cdb_24m,call,random_uniform_v0,1
7791,7791,reserva_emergencia,push,random_uniform_v0,0
7792,7792,fundo_liquidez_diaria,email,random_uniform_v0,0
7793,7793,fundo_liquidez_diaria,email,random_uniform_v0,0
7794,7794,poupanca_programada,sms,random_uniform_v0,0
7795,7795,cdb_12m,email,random_uniform_v0,0
7796,7796,cdb_12m,email,random_uniform_v0,0
7797,7797,reserva_emergencia,push,random_uniform_v0,0
7798,7798,poupanca_programada,sms,random_uniform_v0,1
7799,7799,poupanca_programada,sms,random_uniform_v0,1
7800,7800,poupanca_programada,sms,random_uniform_v0,0
7801,7801,poupanca_programada,sms,random_uniform_v0,1
7802,7802,taxa_promocional,sms,random_uniform_v0,1
7803,7803,reserva_emergencia,push,random_uniform_v0,0
7804,7804,fundo_liquidez_diaria,email,random_uniform_v0,0
7805,7805,cdb_12m,email,random_uniform_v0,0
7806,7806,reserva_emergencia,push,random_uniform_v0,0
7807,7807,cdb_24m,call,random_uniform_v0,1
7808,7808,cdb_24m,call,random_uniform_v0,1
7809,7809,poupanca_programada,sms,random_uniform_v0,0
7810,7810,taxa_promocional,sms,random_uniform_v0,0
7811,7811,cdb_24m,call,random_uniform_v0,1
7812,7812,taxa_promocional,sms,random_uniform_v0,0
7813,7813,cdb_12m,email,random_uniform_v0,0
7814,7814,reserva_emergencia,push,random_uniform_v0,1
7815,7815,cdb_12m,email,random_uniform_v0,0
7816,7816,taxa_promocional,sms,random_uniform_v0,1
7817,7817,poupanca_programada,sms,random_uniform_v0,0
7818,7818,reserva_emergencia,push,random_uniform_v0,1
7819,7819,poupanca_programada,sms,random_uniform_v0,1
7820,7820,cdb_12m,email,random_uniform_v0,1
7821,7821,taxa_promocional,sms,random_uniform_v0,1
7822,7822,cdb_12m,email,random_uniform_v0,1
7823,7823,reserva_emergencia,push,random_uniform_v0,1
7824,7824,poupanca_programada,sms,random_uniform_v0,1
7825,7825,cdb_24m,call,random_uniform_v0,0
7826,7826,cdb_12m,email,random_uniform_v0,0
7827,7827,cdb_24m,call,random_uniform_v0,1
7828,7828,fundo_liquidez_diaria,email,random_uniform_v0,1
7829,7829,fundo_liquidez_diaria,email,random_uniform_v0,0
7830,7830,poupanca_programada,sms,random_uniform_v0,0
7831,7831,cdb_24m,call,random_uniform_v0,0
7832,7832,cdb_24m,call,random_uniform_v0,1
7833,7833,reserva_emergencia,push,random_uniform_v0,0
7834,7834,cdb_12m,email,random_uniform_v0,0
7835,7835,cdb_24m,call,random_uniform_v0,1
7836,7836,reserva_emergencia,push,random_uniform_v0,1
7837,7837,reserva_emergencia,push,random_uniform_v0,1
7838,7838,fundo_liquidez_diaria,email,random_uniform_v0,0
7839,7839,cdb_24m,call,random_uniform_v0,1
7840,7840,cdb_24m,call,random_uniform_v0,1
7841,7841,reserva_emergencia,push,random_uniform_v0,0
7842,7842,cdb_12m,email,random_uniform_v0,0
7843,7843,cdb_24m,call,random_uniform_v0,0
7844,7844,poupanca_programada,sms,random_uniform_v0,1
7845,7845,fundo_liquidez_diaria,email,random_uniform_v0,1
7846,7846,cdb_24m,call,random_uniform_v0,0
7847,7847,fundo_liquidez_diaria,email,random_uniform_v0,0
7848,7848,fundo_liquidez_diaria,email,random_uniform_v0,0
7849,7849,cdb_12m,email,random_uniform_v0,0
7850,7850,taxa_promocional,sms,random_uniform_v0,1
7851,7851,reserva_emergencia,push,random_uniform_v0,0
7852,7852,reserva_emergencia,push,random_uniform_v0,1
7853,7853,reserva_emergencia,push,random_uniform_v0,0
7854,7854,reserva_emergencia,push,random_uniform_v0,1
7855,7855,poupanca_programada,sms,random_uniform_v0,1
7856,7856,taxa_promocional,sms,random_uniform_v0,0
7857,7857,poupanca_programada,sms,random_uniform_v0,0
7858,7858,cdb_12m,email,random_uniform_v0,1
7859,7859,cdb_24m,call,random_uniform_v0,1
7860,7860,cdb_24m,call,random_uniform_v0,0
7861,7861,fundo_liquidez_diaria,email,random_uniform_v0,1
7862,7862,poupanca_programada,sms,random_uniform_v0,1
7863,7863,cdb_12m,email,random_uniform_v0,0
7864,7864,cdb_24m,call,random_uniform_v0,0
7865,7865,poupanca_programada,sms,random_uniform_v0,1
7866,7866,poupanca_programada,sms,random_uniform_v0,0
7867,7867,poupanca_programada,sms,random_uniform_v0,1
7868,7868,fundo_liquidez_diaria,email,random_uniform_v0,1
7869,7869,cdb_24m,call,random_uniform_v0,1
7870,7870,cdb_24m,call,random_uniform_v0,1
7871,7871,fundo_liquidez_diaria,email,random_uniform_v0,1
7872,7872,poupanca_programada,sms,random_uniform_v0,1
7873,7873,poupanca_programada,sms,random_uniform_v0,0
7874,7874,poupanca_programada,sms,random_uniform_v0,1
7875,7875,poupanca_programada,sms,random_uniform_v0,1
7876,7876,taxa_promocional,sms,random_uniform_v0,1
7877,7877,reserva_emergencia,push,random_uniform_v0,0
7878,7878,fundo_liquidez_diaria,email,random_uniform_v0,0
7879,7879,cdb_12m,email,random_uniform_v0,1
7880,7880,poupanca_programada,sms,random_uniform_v0,1
7881,7881,cdb_24m,call,random_uniform_v0,1
7882,7882,reserva_emergencia,push,random_uniform_v0,0
7883,7883,cdb_24m,call,random_uniform_v0,0
7884,7884,cdb_24m,call,random_uniform_v0,1
7885,7885,cdb_24m,call,random_uniform_v0,1
7886,7886,poupanca_programada,sms,random_uniform_v0,1
7887,7887,reserva_emergencia,push,random_uniform_v0,1
7888,7888,taxa_promocional,sms,random_uniform_v0,0
7889,7889,cdb_12m,email,random_uniform_v0,1
7890,7890,taxa_promocional,sms,random_uniform_v0,0
7891,7891,cdb_24m,call,random_uniform_v0,0
7892,7892,taxa_promocional,sms,random_uniform_v0,0
7893,7893,cdb_12m,email,random_uniform_v0,1
7894,7894,reserva_emergencia,push,random_uniform_v0,0
7895,7895,cdb_12m,email,random_uniform_v0,1
7896,7896,cdb_12m,email,random_uniform_v0,0
7897,7897,taxa_promocional,sms,random_uniform_v0,0
7898,7898,fundo_liquidez_diaria,email,random_uniform_v0,0
7899,7899,cdb_24m,call,random_uniform_v0,1
7900,7900,taxa_promocional,sms,random_uniform_v0,1
7901,7901,cdb_24m,call,random_uniform_v0,0
7902,7902,poupanca_programada,sms,random_uniform_v0,0
7903,7903,fundo_liquidez_diaria,email,random_uniform_v0,0
7904,7904,cdb_24m,call,random_uniform_v0,1
7905,7905,fundo_liquidez_diaria,email,random_uniform_v0,1
7906,7906,cdb_12m,email,random_uniform_v0,0
7907,7907,reserva_emergencia,push,random_uniform_v0,1
7908,7908,fundo_liquidez_diaria,email,random_uniform_v0,0
7909,7909,cdb_24m,call,random_uniform_v0,0
7910,7910,cdb_12m,email,random_uniform_v0,1
7911,7911,cdb_24m,call,random_uniform_v0,1
7912,7912,cdb_24m,call,random_uniform_v0,1
7913,7913,cdb_24m,call,random_uniform_v0,1
7914,7914,fundo_liquidez_diaria,email,random_uniform_v0,0
7915,7915,cdb_12m,email,random_uniform_v0,0
7916,7916,cdb_24m,call,random_uniform_v0,1
7917,7917,taxa_promocional,sms,random_uniform_v0,1
7918,7918,taxa_promocional,sms,random_uniform_v0,1
7919,7919,reserva_emergencia,push,random_uniform_v0,0
7920,7920,cdb_12m,email,random_uniform_v0,0
7921,7921,cdb_24m,call,random_uniform_v0,1
7922,7922,reserva_emergencia,push,random_uniform_v0,1
7923,7923,reserva_emergencia,push,random_uniform_v0,1
7924,7924,cdb_24m,call,random_uniform_v0,1
7925,7925,taxa_promocional,sms,random_uniform_v0,1
7926,7926,cdb_12m,email,random_uniform_v0,1
7927,7927,fundo_liquidez_diaria,email,random_uniform_v0,0
7928,7928,cdb_12m,email,random_uniform_v0,0
7929,7929,reserva_emergencia,push,random_uniform_v0,0
7930,7930,cdb_24m,call,random_uniform_v0,1
7931,7931,fundo_liquidez_diaria,email,random_uniform_v0,1
7932,7932,reserva_emergencia,push,random_uniform_v0,1
7933,7933,poupanca_programada,sms,random_uniform_v0,0
7934,7934,cdb_12m,email,random_uniform_v0,0
7935,7935,cdb_24m,call,random_uniform_v0,1
7936,7936,poupanca_programada,sms,random_uniform_v0,0
7937,7937,reserva_emergencia,push,random_uniform_v0,1
7938,7938,cdb_24m,call,random_uniform_v0,1
7939,7939,cdb_12m,email,random_uniform_v0,1
7940,7940,cdb_12m,email,random_uniform_v0,0
7941,7941,fundo_liquidez_diaria,email,random_uniform_v0,0
7942,7942,reserva_emergencia,push,random_uniform_v0,0
7943,7943,taxa_promocional,sms,random_uniform_v0,0
7944,7944,cdb_12m,email,random_uniform_v0,0
7945,7945,cdb_24m,call,random_uniform_v0,1
7946,7946,cdb_12m,email,random_uniform_v0,0
7947,7947,taxa_promocional,sms,random_uniform_v0,1
7948,7948,taxa_promocional,sms,random_uniform_v0,1
7949,7949,taxa_promocional,sms,random_uniform_v0,0
7950,7950,poupanca_programada,sms,random_uniform_v0,1
7951,7951,poupanca_programada,sms,random_uniform_v0,1
7952,7952,taxa_promocional,sms,random_uniform_v0,0
7953,7953,taxa_promocional,sms,random_uniform_v0,1
7954,7954,taxa_promocional,sms,random_uniform_v0,1
7955,7955,cdb_12m,email,random_uniform_v0,0
7956,7956,fundo_liquidez_diaria,email,random_uniform_v0,1
7957,7957,cdb_12m,email,random_uniform_v0,0
7958,7958,cdb_12m,email,random_uniform_v0,1
7959,7959,taxa_promocional,sms,random_uniform_v0,1
7960,7960,fundo_liquidez_diaria,email,random_uniform_v0,0
7961,7961,poupanca_programada,sms,random_uniform_v0,1
7962,7962,cdb_12m,email,random_uniform_v0,0
7963,7963,cdb_24m,call,random_uniform_v0,1
7964,7964,cdb_12m,email,random_uniform_v0,0
7965,7965,fundo_liquidez_diaria,email,random_uniform_v0,0
7966,7966,fundo_liquidez_diaria,email,random_uniform_v0,0
7967,7967,taxa_promocional,sms,random_uniform_v0,0
7968,7968,reserva_emergencia,push,random_uniform_v0,1
7969,7969,taxa_promocional,sms,random_uniform_v0,1
7970,7970,poupanca_programada,sms,random_uniform_v0,1
7971,7971,taxa_promocional,sms,random_uniform_v0,1
7972,7972,taxa_promocional,sms,random_uniform_v0,1
7973,7973,cdb_24m,call,random_uniform_v0,1
7974,7974,cdb_24m,call,random_uniform_v0,1
7975,7975,reserva_emergencia,push,random_uniform_v0,0
7976,7976,taxa_promocional,sms,random_uniform_v0,1
7977,7977,fundo_liquidez_diaria,email,random_uniform_v0,1
7978,7978,reserva_emergencia,push,random_uniform_v0,0
7979,7979,cdb_24m,call,random_uniform_v0,0
7980,7980,fundo_liquidez_diaria,email,random_uniform_v0,0
7981,7981,reserva_emergencia,push,random_uniform_v0,1
7982,7982,poupanca_programada,sms,random_uniform_v0,0
7983,7983,poupanca_programada,sms,random_uniform_v0,1
7984,7984,cdb_24m,call,random_uniform_v0,0
7985,7985,reserva_emergencia,push,random_uniform_v0,0
7986,7986,cdb_12m,email,random_uniform_v0,1
7987,7987,cdb_12m,email,random_uniform_v0,0
7988,7988,poupanca_programada,sms,random_uniform_v0,1
7989,7989,cdb_12m,email,random_uniform_v0,0
7990,7990,fundo_liquidez_diaria,email,random_uniform_v0,1
7991,7991,cdb_24m,call,random_uniform_v0,1
7992,7992,cdb_24m,call,random_uniform_v0,1
7993,7993,fundo_liquidez_diaria,email,random_uniform_v0,0
7994,7994,cdb_12m,email,random_uniform_v0,0
7995,7995,cdb_12m,email,random_uniform_v0,1
7996,7996,cdb_12m,email,random_uniform_v0,0
7997,7997,poupanca_programada,sms,random_uniform_v0,0
7998,7998,cdb_12m,email,random_uniform_v0,0
7999,7999,fundo_liquidez_diaria,email,random_uniform_v0,0
8000,8000,cdb_12m,email,random_uniform_v0,0
8001,8001,poupanca_programada,sms,random_uniform_v0,0
8002,8002,reserva_emergencia,push,random_uniform_v0,0
8003,8003,taxa_promocional,sms,random_uniform_v0,1
8004,8004,cdb_24m,call,random_uniform_v0,0
8005,8005,fundo_liquidez_diaria,email,random_uniform_v0,0
